Airline,month,day ,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Dgree,Duration(Minutes),day_number,Price_USD
IndiGo,5,15,Delhi,Cochin,11:25,01:30,1.0,Economy,845,2,80.2183908045977
Multiple carriers,5,27,Delhi,Cochin,09:00,21:00,1.0,Business,720,0,156.17241379310346
Jet Airways,5,24,Kolkata,Banglore,14:05,23:35,1.0,Business,570,4,124.64367816091954
IndiGo,5,12,Banglore,Delhi,10:10,13:00,0.0,Economy,170,6,45.32183908045977
IndiGo,6,12,Delhi,Cochin,09:15,21:00,1.0,Economy,705,2,78.59770114942529
Jet Airways,4,15,Delhi,Cochin,13:00,19:00,1.0,Economy,360,0,75.19540229885058
Jet Airways,5,21,Delhi,Cochin,07:05,19:00,1.0,Business,715,1,140.67816091954023
Jet Airways,5,12,Kolkata,Banglore,16:30,04:40,1.0,Business,730,6,165.3793103448276
IndiGo,3,12,Kolkata,Banglore,05:30,08:20,0.0,Economy,170,1,47.67816091954023
Multiple carriers,5,18,Delhi,Cochin,15:05,01:30,2.0,Business,625,5,193.5632183908046
Multiple carriers,6,3,Delhi,Cochin,09:45,22:30,1.0,Business,765,0,110.8735632183908
Jet Airways,6,9,Kolkata,Banglore,21:10,18:15,1.0,Business,1265,6,167.48275862068965
IndiGo,5,15,Delhi,Cochin,16:00,01:30,1.0,Business,570,2,91.06896551724138
Jet Airways,5,12,Kolkata,Banglore,20:00,04:40,1.0,Business,520,6,98.6896551724138
Multiple carriers,6,3,Delhi,Cochin,13:15,22:30,1.0,Business,555,0,110.8735632183908
Jet Airways,5,18,Kolkata,Banglore,14:05,12:00,1.0,Business,1315,5,165.3793103448276
Jet Airways,6,12,Kolkata,Banglore,16:30,16:20,1.0,Business,1430,2,149.93103448275863
Multiple carriers,5,21,Delhi,Cochin,10:00,19:00,1.0,Business,540,1,117.20689655172414
Jet Airways,6,1,Delhi,Cochin,19:45,19:00,1.0,Business,1395,5,169.1264367816092
Air India,6,1,Delhi,Cochin,10:00,19:15,1.0,Business,555,5,114.1264367816092
Jet Airways,3,21,Delhi,Cochin,22:50,04:25,1.0,Economy,335,3,69.16091954022988
SpiceJet,6,27,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,3,41.3448275862069
Air India,3,21,Delhi,Cochin,13:30,23:00,1.0,Economy,570,3,65.5632183908046
Jet Airways,6,3,Delhi,Cochin,19:45,04:25,1.0,Business,520,0,169.1264367816092
Air India,5,12,Banglore,Delhi,10:00,12:45,0.0,Economy,165,6,60.0919540229885
Jet Airways,4,1,Kolkata,Banglore,09:35,10:55,1.0,Business,1520,0,131.80459770114942
Vistara,6,6,Banglore,Delhi,09:45,12:35,0.0,Economy,170,3,53.6551724137931
IndiGo,4,18,Banglore,Delhi,21:15,00:15,0.0,Economy,180,3,52.770114942528735
IndiGo,5,12,Banglore,Delhi,21:15,00:15,0.0,Economy,180,6,45.32183908045977
Air India,4,21,Banglore,Delhi,10:00,12:45,0.0,Economy,165,6,60.0919540229885
Jet Airways,3,27,Delhi,Cochin,02:15,18:50,1.0,Business,995,2,140.71264367816093
Air India,6,9,Delhi,Cochin,07:05,09:25,2.0,Business,1580,6,128.5632183908046
IndiGo,4,9,Delhi,Cochin,09:15,01:30,1.0,Economy,975,1,75.55172413793103
Jet Airways,5,15,Kolkata,Banglore,16:30,22:35,1.0,Business,365,2,169.89655172413794
Air India,6,12,Kolkata,Banglore,16:45,08:55,2.0,Business,970,2,171.95402298850576
IndiGo,5,15,Chennai,Kolkata,11:35,14:00,0.0,Economy,145,2,49.793103448275865
Air Asia,3,3,Banglore,New Delhi,05:50,08:40,0.0,Business,170,6,87.95402298850574
Jet Airways,5,24,Kolkata,Banglore,09:35,21:05,1.0,Business,690,4,162.6551724137931
SpiceJet,6,12,Banglore,Delhi,09:30,12:20,0.0,Economy,170,2,49.64367816091954
Jet Airways,3,21,Delhi,Cochin,19:10,18:50,2.0,Business,1420,3,125.6206896551724
Air India,3,24,Kolkata,Banglore,07:00,10:00,2.0,Business,1620,6,132.08045977011494
IndiGo,4,18,Delhi,Cochin,14:20,17:35,0.0,Economy,195,3,69.13793103448276
Jet Airways,6,12,Kolkata,Banglore,09:35,21:05,1.0,Business,690,2,145.88505747126436
Air Asia,3,9,Kolkata,Banglore,22:50,01:20,0.0,Economy,150,5,50.39080459770115
IndiGo,6,3,Banglore,Delhi,06:05,08:50,0.0,Economy,165,0,45.32183908045977
Jet Airways,5,18,Delhi,Cochin,09:00,19:00,1.0,Business,600,5,142.2183908045977
Jet Airways,3,6,Banglore,New Delhi,08:00,13:15,1.0,First Class,315,2,220.97701149425288
Jet Airways,3,9,Delhi,Cochin,19:45,18:50,1.0,Business,1385,5,161.5287356321839
Air India,4,12,Banglore,Delhi,13:20,16:10,0.0,Economy,170,4,67.94252873563218
Multiple carriers,6,9,Delhi,Cochin,06:40,19:00,1.0,Business,740,6,125.02298850574712
Jet Airways,6,6,Kolkata,Banglore,18:55,04:40,1.0,Business,585,3,89.16091954022988
IndiGo,3,21,Delhi,Cochin,07:35,16:10,1.0,Economy,515,3,75.37931034482759
IndiGo,4,21,Kolkata,Banglore,09:35,12:20,0.0,Economy,165,6,55.2183908045977
Jet Airways,3,18,Mumbai,Hyderabad,15:50,17:20,0.0,Business,90,0,65.26436781609195
Jet Airways,5,9,Delhi,Cochin,10:00,04:25,1.0,Business,1105,3,142.2183908045977
Jet Airways,5,6,Banglore,Delhi,06:00,08:45,0.0,Economy,165,0,59.747126436781606
IndiGo,6,1,Kolkata,Banglore,14:25,16:55,0.0,Economy,150,5,69.70114942528735
Jet Airways,3,9,Delhi,Cochin,21:50,04:25,1.0,Business,395,5,172.7471264367816
Jet Airways,4,9,Delhi,Cochin,05:30,19:00,2.0,Business,810,1,125.39080459770116
Multiple carriers,3,9,Delhi,Cochin,08:40,19:45,1.0,Business,665,5,212.55172413793105
Jet Airways,6,24,Delhi,Cochin,02:15,04:25,1.0,Business,1570,0,117.95402298850574
Jet Airways,5,18,Kolkata,Banglore,11:50,17:35,1.0,Business,345,5,100.93103448275862
IndiGo,5,27,Delhi,Cochin,08:35,16:10,1.0,Economy,455,0,74.04597701149426
Jet Airways,3,12,Mumbai,Hyderabad,09:50,16:35,1.0,First Class,405,1,231.26436781609195
Vistara,5,27,Banglore,Delhi,19:30,22:15,0.0,Economy,165,0,56.06896551724138
Jet Airways,3,6,Banglore,New Delhi,05:45,18:25,1.0,Business,760,2,192.367816091954
SpiceJet,5,24,Kolkata,Banglore,11:15,18:30,1.0,Business,435,4,110.6896551724138
Vistara,5,9,Kolkata,Banglore,07:10,18:50,1.0,Business,700,3,98.96551724137932
Vistara,6,27,Chennai,Kolkata,07:05,09:20,0.0,Economy,135,3,42.37931034482759
Vistara,5,15,Kolkata,Banglore,20:20,09:05,1.0,Business,765,2,97.14942528735632
IndiGo,5,18,Banglore,Delhi,10:30,13:20,0.0,Economy,170,5,45.32183908045977
IndiGo,3,15,Mumbai,Hyderabad,06:20,07:45,0.0,Economy,85,4,38.41379310344828
Jet Airways,5,12,Kolkata,Banglore,20:25,14:25,1.0,Business,1080,6,150.19540229885058
Vistara,5,6,Banglore,Delhi,19:30,22:15,0.0,Economy,165,0,56.06896551724138
Jet Airways,5,9,Kolkata,Banglore,21:10,10:05,1.0,Business,775,3,165.3793103448276
Jet Airways,5,27,Delhi,Cochin,13:25,04:25,2.0,Business,900,0,192.0
Air India,5,21,Mumbai,Hyderabad,19:30,20:45,0.0,Economy,75,1,35.632183908045974
Air India,3,12,Banglore,New Delhi,17:25,18:05,3.0,Business,1480,1,153.8735632183908
IndiGo,6,9,Mumbai,Hyderabad,09:10,10:40,0.0,Economy,90,6,46.54022988505747
Jet Airways,5,18,Delhi,Cochin,05:30,19:00,2.0,Business,810,5,149.75862068965515
SpiceJet,4,9,Banglore,Delhi,21:10,00:05,0.0,Economy,175,1,45.04597701149425
IndiGo,5,3,Chennai,Kolkata,05:15,07:40,0.0,Economy,145,4,44.2528735632184
Air India,6,24,Delhi,Cochin,13:15,09:25,2.0,Business,1210,0,101.59770114942528
Jet Airways,4,1,Kolkata,Banglore,16:30,04:40,1.0,Business,730,0,81.19540229885058
Jet Airways,5,12,Kolkata,Banglore,20:00,08:15,1.0,Business,735,6,160.24137931034485
Air India,5,24,Kolkata,Banglore,10:00,10:30,3.0,Business,1470,4,149.50574712643677
Jet Airways,5,18,Kolkata,Banglore,14:05,22:35,1.0,Business,510,5,169.89655172413794
Jet Airways,3,18,Mumbai,Hyderabad,19:35,21:05,0.0,Economy,90,0,23.804597701149422
Jet Airways,6,21,Delhi,Cochin,11:00,14:15,0.0,Economy,195,4,48.91954022988506
Vistara,3,9,Banglore,New Delhi,16:00,18:35,0.0,Business,155,5,91.06896551724138
Air Asia,3,15,Kolkata,Banglore,22:50,01:20,0.0,Economy,150,4,43.47126436781609
Jet Airways,5,15,Kolkata,Banglore,20:25,09:45,1.0,Business,800,2,142.3448275862069
Multiple carriers,3,21,Delhi,Cochin,10:00,01:35,1.0,Business,935,3,98.44827586206895
IndiGo,3,21,Delhi,Cochin,16:00,21:00,1.0,Economy,300,3,71.63218390804597
IndiGo,3,9,Banglore,New Delhi,05:30,08:20,0.0,Economy,170,5,54.9080459770115
Air India,6,1,Kolkata,Banglore,20:45,23:20,0.0,Economy,155,5,47.64367816091954
Air Asia,5,15,Kolkata,Banglore,22:40,10:40,1.0,Economy,720,2,59.67816091954023
Air India,4,1,Delhi,Cochin,05:10,08:00,0.0,Economy,170,0,54.35632183908046
IndiGo,6,3,Delhi,Cochin,06:40,21:00,1.0,Economy,860,0,70.03448275862068
Air India,5,1,Kolkata,Banglore,09:25,18:30,1.0,Business,545,2,102.19540229885058
Jet Airways,3,27,Delhi,Cochin,16:00,04:25,1.0,Business,745,2,140.71264367816093
Jet Airways,5,1,Kolkata,Banglore,17:00,18:00,1.0,Business,1500,2,131.80459770114942
Jet Airways,5,21,Kolkata,Banglore,21:10,09:20,1.0,Business,730,1,169.89655172413794
Multiple carriers,5,18,Delhi,Cochin,07:00,19:00,1.0,Business,720,5,117.20689655172414
Jet Airways,3,6,Banglore,New Delhi,21:25,09:30,1.0,Business,725,2,198.4022988505747
Air India,5,1,Delhi,Cochin,20:40,09:25,1.0,Business,765,2,85.97701149425288
IndiGo,5,21,Kolkata,Banglore,15:30,18:05,0.0,Economy,155,1,55.2183908045977
SpiceJet,4,21,Kolkata,Banglore,09:00,11:25,0.0,Economy,145,6,51.02298850574713
Jet Airways,6,6,Delhi,Cochin,05:30,04:25,2.0,Business,1375,3,119.17241379310344
SpiceJet,3,21,Delhi,Cochin,06:10,11:20,1.0,Economy,310,3,69.71264367816092
Jet Airways,5,24,Kolkata,Banglore,18:55,04:40,1.0,Business,585,4,98.6896551724138
IndiGo,3,18,Delhi,Cochin,14:30,17:35,0.0,Economy,185,0,62.13793103448276
Jet Airways,6,6,Delhi,Cochin,18:25,04:25,2.0,Business,600,3,139.5632183908046
Jet Airways,6,6,Delhi,Cochin,02:15,12:35,1.0,Business,620,3,169.1264367816092
Jet Airways,6,15,Delhi,Cochin,02:15,04:25,1.0,Business,1570,5,117.95402298850574
Air India,3,6,Banglore,New Delhi,11:50,23:55,1.0,Business,725,2,177.4022988505747
Air India,5,18,Kolkata,Banglore,12:00,11:10,2.0,Business,1390,5,122.71264367816092
IndiGo,4,21,Kolkata,Banglore,20:20,22:55,0.0,Economy,155,6,55.2183908045977
Jet Airways,6,9,Delhi,Cochin,19:30,12:35,2.0,Business,1025,6,149.58620689655172
IndiGo,5,3,Banglore,Delhi,10:10,13:00,0.0,Economy,170,4,45.32183908045977
Air India,3,6,Mumbai,Hyderabad,05:30,22:00,2.0,Business,990,2,111.24137931034484
Jet Airways,5,15,Kolkata,Banglore,08:25,19:50,1.0,Business,685,2,169.89655172413794
Multiple carriers,5,15,Delhi,Cochin,09:00,19:00,1.0,Business,600,2,117.20689655172414
Air India,5,9,Delhi,Cochin,05:55,19:15,2.0,Business,800,3,124.83908045977012
Jet Airways,5,1,Kolkata,Banglore,21:10,04:40,1.0,Business,450,2,124.64367816091954
Air India,5,21,Delhi,Cochin,17:20,09:25,1.0,Business,965,1,85.97701149425288
IndiGo,6,24,Delhi,Cochin,17:10,01:30,1.0,Economy,500,0,65.33333333333333
Jet Airways,6,6,Delhi,Cochin,16:00,19:00,1.0,Business,1620,3,169.1264367816092
Jet Airways,4,1,Kolkata,Banglore,09:35,18:00,1.0,Business,505,0,107.05747126436782
Air India,3,15,Kolkata,Banglore,20:45,23:20,0.0,Economy,155,4,50.97701149425287
Multiple carriers,6,27,Delhi,Cochin,07:30,19:00,1.0,Business,690,3,135.50574712643677
SpiceJet,4,3,Banglore,Delhi,21:10,00:05,0.0,Economy,175,2,45.04597701149425
Jet Airways,4,6,Banglore,Delhi,15:15,18:10,0.0,Economy,175,5,59.747126436781606
SpiceJet,3,24,Banglore,New Delhi,05:45,08:35,0.0,Economy,170,6,49.11494252873563
Vistara,5,9,Kolkata,Banglore,17:00,18:50,1.0,Business,1550,3,101.3793103448276
IndiGo,5,6,Mumbai,Hyderabad,12:00,13:30,0.0,Economy,90,0,31.655172413793103
Vistara,6,9,Kolkata,Banglore,20:20,23:25,1.0,Business,1625,6,92.93103448275862
Jet Airways,6,9,Kolkata,Banglore,20:25,21:05,1.0,Business,1480,6,121.13793103448276
Jet Airways,6,9,Kolkata,Banglore,09:35,22:05,1.0,Business,750,6,168.68965517241378
Jet Airways,3,27,Delhi,Cochin,02:15,04:25,1.0,Economy,1570,2,69.16091954022988
Jet Airways,4,1,Banglore,Delhi,18:55,22:00,0.0,Economy,185,0,52.22988505747127
Trujet,3,6,Mumbai,Hyderabad,13:05,16:20,1.0,Economy,195,2,47.58620689655172
Jet Airways,5,3,Banglore,Delhi,11:10,14:05,0.0,Business,175,4,83.0919540229885
Air India,3,9,Delhi,Cochin,22:00,19:15,2.0,Business,1275,5,188.19540229885055
Air India,5,1,Kolkata,Banglore,05:50,23:15,2.0,Business,1045,2,126.33333333333331
Jet Airways,5,18,Kolkata,Banglore,14:05,12:00,1.0,Business,1315,5,111.06896551724138
Air India,3,1,Banglore,New Delhi,22:00,23:20,1.0,Business,1520,4,164.42528735632183
Air Asia,5,15,Delhi,Cochin,16:45,07:10,1.0,Economy,865,2,77.60919540229885
Jet Airways,6,12,Kolkata,Banglore,16:30,09:20,1.0,Business,1010,2,98.03448275862068
IndiGo,3,27,Delhi,Cochin,05:35,08:50,0.0,Economy,195,2,54.35632183908046
Multiple carriers,5,18,Delhi,Cochin,08:45,21:00,1.0,Business,735,5,88.16091954022988
Jet Airways,5,3,Mumbai,Hyderabad,10:20,11:50,0.0,Economy,90,4,57.41379310344828
Jet Airways,5,1,Banglore,Delhi,08:20,11:20,0.0,Business,180,2,83.0919540229885
IndiGo,4,27,Banglore,Delhi,07:10,10:05,0.0,Economy,175,5,55.4367816091954
Air Asia,3,27,Kolkata,Banglore,19:35,22:05,0.0,Economy,150,2,43.47126436781609
Jet Airways,5,21,Delhi,Cochin,18:15,19:00,1.0,Business,1485,1,148.2528735632184
SpiceJet,5,24,Kolkata,Banglore,22:20,00:40,0.0,Economy,140,4,44.14942528735632
Multiple carriers,5,18,Delhi,Cochin,10:35,19:00,1.0,Business,505,5,110.65517241379312
Jet Airways,6,9,Kolkata,Banglore,21:10,12:00,1.0,Business,890,6,167.48275862068965
IndiGo,3,24,Kolkata,Banglore,15:20,17:55,0.0,Business,155,6,80.28735632183908
Jet Airways,6,21,Mumbai,Hyderabad,07:05,08:30,0.0,Business,85,4,92.41379310344828
IndiGo,6,21,Kolkata,Banglore,22:15,00:50,0.0,Economy,155,4,55.2183908045977
Multiple carriers,6,27,Delhi,Cochin,04:55,19:00,1.0,Business,845,3,122.73563218390804
Jet Airways,3,24,Kolkata,Banglore,16:55,18:10,1.0,Business,1515,6,163.57471264367817
Jet Airways,6,12,Kolkata,Banglore,20:00,16:20,1.0,Business,1220,2,98.03448275862068
Air India,6,24,Delhi,Cochin,10:55,19:15,2.0,Business,500,0,135.09195402298852
Jet Airways,5,18,Delhi,Cochin,23:05,04:25,2.0,Business,1760,5,192.0
Jet Airways,6,6,Kolkata,Banglore,18:55,04:40,1.0,Business,585,3,153.72413793103448
Air India,5,1,Mumbai,Hyderabad,21:05,22:25,0.0,Economy,80,2,41.66666666666666
Jet Airways,5,21,Delhi,Cochin,16:00,19:00,1.0,Business,1620,1,184.816091954023
Jet Airways,6,27,Delhi,Cochin,20:55,12:35,1.0,Business,940,3,117.95402298850574
Jet Airways,5,15,Kolkata,Banglore,06:30,12:00,1.0,Business,330,2,111.06896551724138
Multiple carriers,5,18,Delhi,Cochin,18:00,01:30,1.0,Business,450,5,110.28735632183908
IndiGo,6,24,Kolkata,Banglore,17:15,19:50,0.0,Economy,155,0,55.2183908045977
Air India,6,9,Kolkata,Banglore,10:00,05:25,2.0,Business,1165,6,146.48275862068965
Air India,6,1,Banglore,Delhi,13:20,16:10,0.0,Economy,170,5,80.01149425287356
Jet Airways,5,6,Kolkata,Banglore,14:05,04:40,1.0,Business,875,0,111.06896551724138
Multiple carriers,5,21,Delhi,Cochin,10:35,19:15,1.0,Business,520,1,87.06896551724138
Air India,3,3,Banglore,New Delhi,19:10,10:35,2.0,Business,925,6,153.50574712643677
Air India,5,24,Kolkata,Banglore,09:25,13:45,2.0,Business,1700,4,144.73563218390805
Air India,6,1,Mumbai,Hyderabad,13:55,15:25,0.0,Economy,90,5,41.66666666666666
Jet Airways,6,24,Delhi,Cochin,15:00,04:25,1.0,Business,805,0,117.95402298850574
Air India,5,21,Delhi,Cochin,19:45,19:15,2.0,Business,1410,1,108.54022988505749
Air India,3,9,Delhi,Cochin,08:40,19:15,1.0,Business,635,5,217.91954022988503
IndiGo,3,3,Mumbai,Hyderabad,06:20,07:45,0.0,Economy,85,6,54.98850574712644
Air India,4,1,Kolkata,Banglore,17:30,12:00,1.0,Business,1110,0,90.72413793103448
Air India,6,27,Delhi,Cochin,06:50,07:40,2.0,Business,1490,3,165.8735632183908
Jet Airways Business,3,1,Banglore,New Delhi,05:45,11:25,1.0,First Class,340,4,913.9310344827586
Jet Airways,5,24,Mumbai,Hyderabad,19:35,21:05,0.0,Economy,90,4,36.89655172413793
Multiple carriers,3,9,Delhi,Cochin,06:00,21:00,1.0,Business,900,5,157.20689655172413
Air India,5,27,Delhi,Cochin,06:05,09:25,1.0,Business,1640,0,85.97701149425288
Air India,6,24,Delhi,Cochin,19:00,07:40,1.0,Business,760,0,96.22988505747126
Jet Airways,3,27,Delhi,Cochin,05:25,04:25,2.0,Business,1380,2,134.06896551724137
Air India,6,18,Banglore,Delhi,10:00,12:45,0.0,Economy,165,1,80.01149425287356
Air India,4,24,Banglore,Delhi,17:00,19:45,0.0,Economy,165,2,70.35632183908046
Air India,4,12,Banglore,Delhi,06:10,08:55,0.0,Economy,165,4,67.94252873563218
GoAir,5,6,Banglore,Delhi,11:40,14:30,0.0,Economy,170,0,39.05747126436781
Multiple carriers,6,9,Delhi,Cochin,19:00,01:30,1.0,Business,390,6,86.55172413793103
GoAir,5,24,Banglore,Delhi,20:55,23:40,0.0,Economy,165,4,39.298850574712645
Vistara,3,24,Banglore,New Delhi,21:10,00:05,0.0,Business,175,6,75.37931034482759
Air India,6,9,Kolkata,Banglore,20:30,20:25,1.0,Business,1435,6,117.27586206896552
Jet Airways,3,12,Banglore,New Delhi,18:55,20:20,1.0,Business,1525,1,127.4367816091954
SpiceJet,3,24,Banglore,New Delhi,20:30,23:20,0.0,Economy,170,6,64.08045977011494
Air Asia,4,24,Delhi,Cochin,07:55,22:25,1.0,Economy,870,2,70.71264367816092
Jet Airways,5,9,Kolkata,Banglore,10:20,17:35,1.0,Economy,435,3,64.45977011494253
Jet Airways,3,6,Banglore,New Delhi,11:40,10:25,1.0,Business,1365,2,198.4022988505747
Jet Airways,5,9,Delhi,Cochin,09:40,12:35,2.0,Business,1615,3,173.89655172413794
GoAir,5,6,Banglore,Delhi,20:55,23:40,0.0,Economy,165,0,39.298850574712645
IndiGo,3,21,Delhi,Cochin,10:45,15:30,1.0,Economy,285,3,71.47126436781609
Jet Airways,6,3,Delhi,Cochin,02:15,12:35,1.0,Business,620,0,169.1264367816092
Multiple carriers,6,3,Delhi,Cochin,11:30,19:15,1.0,Business,465,0,170.66666666666666
Jet Airways,5,12,Kolkata,Banglore,10:20,17:35,1.0,Business,435,6,107.5632183908046
Air India,5,6,Kolkata,Banglore,09:25,07:55,1.0,Business,1350,0,96.16091954022988
Multiple carriers,3,6,Delhi,Cochin,11:30,19:15,1.0,Business,465,2,176.3448275862069
Jet Airways,3,21,Mumbai,Hyderabad,03:05,04:25,0.0,Business,80,3,65.26436781609195
IndiGo,5,6,Kolkata,Banglore,22:15,00:50,0.0,Economy,155,0,55.2183908045977
Jet Airways,5,24,Kolkata,Banglore,08:25,16:20,1.0,Business,475,4,167.48275862068965
Jet Airways,4,1,Kolkata,Banglore,08:25,20:45,1.0,Business,740,0,145.75862068965515
Jet Airways,3,6,Banglore,New Delhi,21:25,10:25,1.0,Business,780,2,198.4022988505747
Vistara,6,9,Kolkata,Banglore,17:00,10:45,1.0,Business,1065,6,114.04597701149426
Jet Airways,5,18,Kolkata,Banglore,18:55,12:00,1.0,Business,1025,5,124.64367816091954
SpiceJet,4,21,Banglore,Delhi,05:55,08:35,0.0,Economy,160,6,50.83908045977012
IndiGo,5,24,Banglore,Delhi,01:30,04:15,0.0,Economy,165,4,39.298850574712645
Jet Airways,6,24,Delhi,Cochin,22:50,04:25,1.0,Business,335,0,169.1264367816092
Jet Airways,3,9,Banglore,New Delhi,05:45,11:25,1.0,Business,340,5,127.4367816091954
IndiGo,6,27,Delhi,Cochin,16:00,01:30,1.0,Economy,570,3,72.59770114942529
SpiceJet,5,27,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,0,40.72413793103448
Jet Airways,6,6,Kolkata,Banglore,18:55,12:00,1.0,Business,1025,3,167.48275862068965
Jet Airways,6,9,Kolkata,Banglore,09:35,18:00,1.0,Business,505,6,168.68965517241378
Jet Airways,3,6,Banglore,New Delhi,16:55,09:30,1.0,Business,995,2,198.4022988505747
Jet Airways,5,15,Kolkata,Banglore,08:25,23:35,1.0,Business,910,2,160.24137931034485
Air India,3,3,Delhi,Cochin,06:10,08:15,1.0,Business,1565,6,153.42528735632183
Jet Airways,6,18,Banglore,Delhi,11:10,14:05,0.0,Business,175,1,92.13793103448276
Jet Airways,5,27,Delhi,Cochin,07:05,12:35,1.0,Business,330,0,148.2528735632184
Jet Airways,4,9,Banglore,Delhi,18:55,22:00,0.0,Business,185,1,83.0919540229885
SpiceJet,6,27,Mumbai,Hyderabad,05:45,07:15,0.0,Economy,90,3,23.183908045977013
Jet Airways,3,6,Banglore,New Delhi,08:00,19:10,1.0,Business,670,2,192.367816091954
SpiceJet,6,18,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,1,44.51724137931034
IndiGo,5,9,Delhi,Cochin,14:20,22:30,1.0,Economy,490,3,77.05747126436782
Jet Airways,6,6,Kolkata,Banglore,18:55,19:50,1.0,Business,1495,3,124.64367816091954
Vistara,3,9,Banglore,New Delhi,19:40,22:20,0.0,Business,160,5,85.63218390804597
Jet Airways,3,6,Banglore,New Delhi,16:55,05:05,1.0,Business,730,2,192.367816091954
Jet Airways,6,15,Delhi,Cochin,15:00,12:35,1.0,Business,1295,5,117.95402298850574
Air India,5,1,Kolkata,Banglore,05:50,16:15,2.0,Business,2065,2,126.33333333333331
SpiceJet,6,6,Banglore,Delhi,21:10,00:05,0.0,Economy,175,3,38.05747126436781
IndiGo,5,24,Delhi,Cochin,10:35,01:30,1.0,Business,895,4,81.39080459770115
IndiGo,4,27,Banglore,Delhi,21:15,00:15,0.0,Economy,180,5,45.32183908045977
Air India,5,21,Delhi,Cochin,13:00,19:15,1.0,Business,375,1,96.22988505747126
Air India,3,9,Delhi,Cochin,19:45,19:15,2.0,Business,1410,5,134.49425287356323
Jet Airways,6,3,Banglore,Delhi,15:15,18:10,0.0,Economy,175,0,66.3103448275862
Multiple carriers,6,12,Delhi,Cochin,15:05,01:30,2.0,Business,625,2,183.5057471264368
SpiceJet,6,12,Banglore,Delhi,09:30,12:20,0.0,Economy,170,2,50.83908045977012
Jet Airways,3,15,Banglore,New Delhi,09:45,14:25,1.0,Economy,280,4,70.52873563218391
Jet Airways,3,12,Banglore,New Delhi,16:55,23:00,1.0,Business,365,1,127.4367816091954
IndiGo,6,3,Chennai,Kolkata,05:15,07:40,0.0,Economy,145,0,40.689655172413794
Jet Airways,5,21,Delhi,Cochin,14:00,04:25,1.0,Business,865,1,148.2528735632184
IndiGo,4,18,Banglore,Delhi,06:05,08:50,0.0,Economy,165,3,52.770114942528735
Air India,3,24,Delhi,Cochin,04:00,07:40,1.0,Business,1660,6,99.2528735632184
Jet Airways,6,27,Delhi,Cochin,09:00,19:00,1.0,Business,600,3,169.1264367816092
Jet Airways,5,18,Kolkata,Banglore,20:25,19:10,1.0,Business,1365,5,162.6551724137931
Multiple carriers,6,1,Delhi,Cochin,04:55,19:15,1.0,Business,860,5,101.55172413793105
Air India,5,21,Kolkata,Banglore,17:30,08:55,1.0,Business,925,1,137.19540229885058
Jet Airways,6,9,Delhi,Cochin,21:35,12:35,2.0,Business,900,6,159.5632183908046
Air India,4,1,Delhi,Cochin,17:20,09:25,1.0,Economy,965,0,58.81609195402299
Jet Airways,5,24,Banglore,Delhi,15:15,18:10,0.0,Economy,175,4,52.22988505747127
IndiGo,5,15,Delhi,Cochin,06:50,22:30,1.0,Economy,940,2,74.04597701149426
Air India,5,9,Delhi,Cochin,22:00,19:15,2.0,Business,1275,3,120.01149425287356
IndiGo,5,21,Mumbai,Hyderabad,20:05,21:40,0.0,Economy,95,1,25.597701149425287
Jet Airways,4,15,Banglore,Delhi,06:00,08:45,0.0,Business,165,0,83.0919540229885
Jet Airways,6,1,Delhi,Cochin,13:00,19:00,1.0,Business,360,5,117.95402298850574
